cell_index,status,classes,land_TA,land_NP,land_PD,land_AREA_MN,land_LPI,land_ED,land_SHAPE_MN,cls_1_CA,cls_1_PLAND,cls_1_NP,cls_1_PD,cls_1_AREA_MN,cls_1_LPI,cls_1_ED,cls_1_PERIM_MN,cls_1_SHAPE_MN,cls_1_CORE_MN,cls_6_CA,cls_6_PLAND,cls_6_NP,cls_6_PD,cls_6_AREA_MN,cls_6_LPI,cls_6_ED,cls_6_PERIM_MN,cls_6_SHAPE_MN,cls_6_CORE_MN,cls_4_CA,cls_4_PLAND,cls_4_NP,cls_4_PD,cls_4_AREA_MN,cls_4_LPI,cls_4_ED,cls_4_PERIM_MN,cls_4_SHAPE_MN,cls_4_CORE_MN,cls_10_CA,cls_10_PLAND,cls_10_NP,cls_10_PD,cls_10_AREA_MN,cls_10_LPI,cls_10_ED,cls_10_PERIM_MN,cls_10_SHAPE_MN,cls_10_CORE_MN,cls_3_CA,cls_3_PLAND,cls_3_NP,cls_3_PD,cls_3_AREA_MN,cls_3_LPI,cls_3_ED,cls_3_PERIM_MN,cls_3_SHAPE_MN,cls_3_CORE_MN,cls_7_CA,cls_7_PLAND,cls_7_NP,cls_7_PD,cls_7_AREA_MN,cls_7_LPI,cls_7_ED,cls_7_PERIM_MN,cls_7_SHAPE_MN,cls_7_CORE_MN,cls_11_CA,cls_11_PLAND,cls_11_NP,cls_11_PD,cls_11_AREA_MN,cls_11_LPI,cls_11_ED,cls_11_PERIM_MN,cls_11_SHAPE_MN,cls_11_CORE_MN,cls_5_CA,cls_5_PLAND,cls_5_NP,cls_5_PD,cls_5_AREA_MN,cls_5_LPI,cls_5_ED,cls_5_PERIM_MN,cls_5_SHAPE_MN,cls_5_CORE_MN,cls_9_CA,cls_9_PLAND,cls_9_NP,cls_9_PD,cls_9_AREA_MN,cls_9_LPI,cls_9_ED,cls_9_PERIM_MN,cls_9_SHAPE_MN,cls_9_CORE_MN,cls_2_CA,cls_2_PLAND,cls_2_NP,cls_2_PD,cls_2_AREA_MN,cls_2_LPI,cls_2_ED,cls_2_PERIM_MN,cls_2_SHAPE_MN,cls_2_CORE_MN,cls_8_CA,cls_8_PLAND,cls_8_NP,cls_8_PD,cls_8_AREA_MN,cls_8_LPI,cls_8_ED,cls_8_PERIM_MN,cls_8_SHAPE_MN,cls_8_CORE_MN,dist_m_estrada,dist_m_mineracao,dist_m_hidrografia,dist_m_indigena,dist_m_lixao,pop_mean,pop_sum,built_mean,built_sum,alerts,n_alerts
0,ok,['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)'],12500.0,1.0,0.2439024390243902,12500.0,0.3048780487804878,1.4634146341463414,1.3416407864998738,12500.0,0.3048780487804878,1.0,0.2439024390243902,12500.0,0.3048780487804878,1.4634146341463414,600.0,1.3416407864998738,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159086.8032002478,160955.43073062992,193.74778447203371,207626.1369832657,250047.2690422434,,0.0,,0.0,[],0
1,ok,['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)'],2997500.0,1.0,0.25,2997500.0,74.9375,18.0,1.039663768064234,2997500.0,74.9375,1.0,0.25,2997500.0,74.9375,18.0,7200.0,1.039663768064234,2807500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158030.3793375023,159083.4662660905,1403.0686452709183,206158.4625628304,248938.05784915356,0.0,0.0,0.0,0.0,[],0
2,ok,['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)'],1145000.0,1.0,0.2439024390243902,1145000.0,27.92682926829269,13.170731707317072,1.261627146493194,1145000.0,27.92682926829269,1.0,0.2439024390243902,1145000.0,27.92682926829269,13.170731707317072,5400.0,1.261627146493194,1012500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156992.3266743804,157214.6551590727,1819.216773132653,204699.8060916182,247840.02206248496,0.0,0.0,0.0,0.0,[],0
3,ok,"['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)', 'VEGETACAO_NATURAL_FLORESTAL_SECUNDARIA(6)']",745000.0,5.0,1.2195121951219512,149000.0,17.74390243902439,12.682926829268292,1.0834183985536396,727500.0,17.74390243902439,1.0,0.2439024390243902,727500.0,17.74390243902439,10.0,4100.0,1.2017312826091258,575000.0,17500.0,0.426829268292683,4.0,0.975609756097561,4375.0,0.1829268292682927,2.682926829268293,275.0,1.053840177539768,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153569.93043146387,151628.30695302773,546.7220672466783,200313.42682732013,244614.46442638512,0.0,0.0,0.0,0.0,[],0
4,ok,"['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)', 'VEGETACAO_NATURAL_FLORESTAL_SECUNDARIA(6)']",2172500.0,6.0,1.5,362083.3333333333,53.0625,18.0,1.011466259450008,2122500.0,53.0625,1.0,0.25,2122500.0,53.0625,13.75,5500.0,0.9437975567000478,1950000.0,50000.0,1.25,5.0,1.25,10000.0,1.0,4.25,340.0,1.025,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151748.29849847502,149773.30211687647,737.7278036369104,198795.96316458765,243562.6328007458,0.0,0.0,0.0,0.0,[],0
5,ok,"['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)', 'VEGETACAO_NATURAL_FLORESTAL_SECUNDARIA(6)']",2107500.0,2.0,0.4878048780487805,1053750.0,51.09756097560976,17.804878048780488,1.2494395420272153,2095000.0,51.09756097560976,1.0,0.2439024390243902,2095000.0,51.09756097560976,16.341463414634145,6700.0,1.1572382975545568,1902500.0,12500.0,0.3048780487804878,1.0,0.2439024390243902,12500.0,0.3048780487804878,1.4634146341463414,600.0,1.3416407864998738,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149931.21310000864,147922.07605541835,1101.0935599662516,197287.10290783987,242522.7329283906,0.0,0.0,0.0,0.0,[],0
6,ok,['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)'],3067500.0,1.0,0.2439024390243902,3067500.0,74.8170731707317,17.804878048780488,1.042006871910351,3067500.0,74.8170731707317,1.0,0.2439024390243902,3067500.0,74.8170731707317,17.804878048780488,7300.0,1.042006871910351,2875000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148118.84156344878,146074.77243554656,37.68686267568145,195787.04496723227,241494.91894712803,0.0,0.0,0.0,0.0,[],0
7,ok,['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)'],2865000.0,1.0,0.2439024390243902,2865000.0,69.8780487804878,19.26829268292683,1.1668224777530976,2865000.0,69.8780487804878,1.0,0.2439024390243902,2865000.0,69.8780487804878,19.26829268292683,7900.0,1.1668224777530976,2620000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146311.3590619534,144231.54197209576,937.5995168042136,194295.99321713613,240479.34582309637,0.0,0.0,0.0,0.0,[],0
8,ok,['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)'],1285000.0,2.0,0.5,642500.0,32.0625,16.5,1.2064172571013567,1285000.0,32.125,2.0,0.5,642500.0,32.0625,16.5,3300.0,1.2064172571013567,562500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144508.94904819477,142392.54284266513,604.9825956396134,192814.1565950641,239476.16928982496,0.0,0.0,0.0,0.0,[],0
9,ok,"['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)', 'VEGETACAO_NATURAL_FLORESTAL_SECUNDARIA(6)']",1337500.0,2.0,0.4878048780487805,668750.0,32.37804878048781,18.78048780487805,1.291982541800012,1327500.0,32.37804878048781,1.0,0.2439024390243902,1327500.0,32.37804878048781,17.804878048780488,7300.0,1.5839650836000236,1025000.0,10000.0,0.2439024390243902,1.0,0.2439024390243902,10000.0,0.2439024390243902,0.975609756097561,400.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157397.85669325214,160266.39529074755,162.41420306363736,206277.5571383056,248389.24839657667,0.0,0.0,0.0,0.0,[],0
10,ok,['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)'],4000000.0,1.0,0.2439024390243902,4000000.0,97.5609756097561,9.75609756097561,0.5,4000000.0,97.5609756097561,1.0,0.2439024390243902,4000000.0,97.5609756097561,9.75609756097561,4000.0,0.5,3900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156330.01993446428,158386.2873390302,712.0056568124656,204800.21852191223,247272.5997947219,0.0,0.0,0.0,0.0,[],0
11,ok,['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)'],3075000.0,1.0,0.2439024390243902,3075000.0,75.0,14.634146341463415,0.8553989227683015,3075000.0,75.0,1.0,0.2439024390243902,3075000.0,75.0,14.634146341463415,6000.0,0.8553989227683015,2925000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155280.6007645191,156509.1517279209,2433.2176710019426,203331.81854864376,246167.13529523875,0.0,0.0,0.0,0.0,[],0
12,ok,['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)'],142500.0,1.0,0.2439024390243902,142500.0,3.4756097560975614,5.121951219512195,1.390758974918296,142500.0,3.4756097560975614,1.0,0.2439024390243902,142500.0,3.4756097560975614,5.121951219512195,2100.0,1.390758974918296,92500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154249.9750887191,154635.09670234995,1655.7726556096156,201872.55227488143,245073.00624444312,0.0,0.0,0.0,0.0,[],0
13,ok,"['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)', 'VEGETACAO_NATURAL_FLORESTAL_SECUNDARIA(6)']",2745000.0,2.0,0.4878048780487805,1372500.0,66.89024390243902,15.121951219512194,0.9528850089793764,2742500.0,66.89024390243902,1.0,0.2439024390243902,2742500.0,66.89024390243902,14.634146341463415,6000.0,0.9057700179587528,2485000.0,2500.0,0.0609756097560975,1.0,0.2439024390243902,2500.0,0.0609756097560975,0.4878048780487805,200.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152246.62392654864,150896.6873302686,267.4184648504008,198982.2233701481,242919.36557248497,0.0,0.0,0.0,0.0,[],0
14,ok,"['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)', 'VEGETACAO_NATURAL_FLORESTAL_SECUNDARIA(6)']",4000000.0,2.0,0.5,2000000.0,99.0625,5.0,0.7082922692808189,3962500.0,99.0625,1.0,0.25,3962500.0,99.0625,2.5,1000.0,0.125590089825832,3902500.0,37500.0,0.9375,1.0,0.25,37500.0,0.9375,2.5,1000.0,1.2909944487358056,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150928.70190159854,149032.57632075067,492.1092166960898,197493.9981509201,241860.16220196805,0.0,0.0,0.0,0.0,[],0
15,ok,"['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)', 'VEGETACAO_NATURAL_FLORESTAL_SECUNDARIA(6)']",4000000.0,6.0,1.4634146341463417,666666.6666666666,97.01219512195122,15.853658536585366,0.9520826742521484,3977500.0,97.01219512195122,1.0,0.2439024390243902,3977500.0,97.01219512195122,12.682926829268292,5200.0,0.6518358737330703,3797500.0,22500.0,0.548780487804878,5.0,1.2195121951219512,4500.0,0.2439024390243902,3.1707317073170733,260.0,1.012132034355964,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149101.62850270775,147172.03322082682,614.8392304302023,195975.11400396755,240812.91068085775,0.0,0.0,0.0,0.0,[],0
16,ok,"['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)', 'VEGETACAO_NATURAL_FLORESTAL_SECUNDARIA(6)']",4000000.0,4.0,1.0,1000000.0,99.125,7.0,0.8988455721949355,3965000.0,99.125,1.0,0.25,3965000.0,99.125,3.5,1400.0,0.1757706863331389,3877500.0,35000.0,0.8750000000000001,3.0,0.75,11666.666666666666,0.625,3.5,466.6666666666667,1.1398705341488675,833.3333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147279.048702174,145315.1950757522,1094.3864091869782,194464.9359450195,239777.7676116184,0.0,0.0,0.0,0.0,[],0
17,ok,['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)'],4000000.0,1.0,0.2439024390243902,4000000.0,97.5609756097561,9.75609756097561,0.5,4000000.0,97.5609756097561,1.0,0.2439024390243902,4000000.0,97.5609756097561,9.75609756097561,4000.0,0.5,3900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145461.13140999366,143462.2057458197,1152.0496526916656,192963.66838172797,238754.8904861145,0.0,0.0,0.0,0.0,[],0
18,ok,['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)'],3757500.0,1.0,0.2439024390243902,3757500.0,91.64634146341464,11.46341463414634,0.6061615321517405,3757500.0,91.64634146341464,1.0,0.2439024390243902,3757500.0,91.64634146341464,11.46341463414634,4700.0,0.6061615321517405,3632500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143648.05364338585,141613.21631474738,1379.4217337393163,191471.5209073282,237744.4376242276,0.0,0.0,0.0,0.0,[],0
19,ok,['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)'],82500.0,1.0,0.2439024390243902,82500.0,2.0121951219512195,4.390243902439025,1.5666989036012804,82500.0,2.0121951219512195,1.0,0.2439024390243902,82500.0,2.0121951219512195,4.390243902439025,1800.0,1.5666989036012804,35000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141840.00098699573,139768.38552605244,167.95166060944155,189988.70840604685,236746.5681092014,0.0,0.0,0.0,0.0,[],0
20,ok,['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)'],3010000.0,1.0,0.2439024390243902,3010000.0,73.41463414634146,18.536585365853657,1.0951417936380463,3010000.0,73.41463414634146,1.0,0.2439024390243902,3010000.0,73.41463414634146,18.536585365853657,7600.0,1.0951417936380463,2727500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156813.80611956058,161490.2030457122,593.8504370322178,206435.33968684412,247871.50056495468,0.0,0.0,0.0,0.0,[],0
21,ok,"['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)', 'VEGETACAO_NATURAL_FLORESTAL_SECUNDARIA(6)']",3985000.0,2.0,0.4878048780487805,1992500.0,96.76829268292684,14.146341463414634,0.893275122534064,3967500.0,96.76829268292684,1.0,0.2439024390243902,3967500.0,96.76829268292684,12.682926829268292,5200.0,0.6526568260404465,3807500.0,17500.0,0.426829268292683,1.0,0.2439024390243902,17500.0,0.426829268292683,1.4634146341463414,600.0,1.1338934190276817,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155716.27927350314,159599.449364016,1194.4471799695352,204939.6213505306,246736.2978617998,0.0,0.0,0.0,0.0,[],0
22,ok,"['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)', 'VEGETACAO_NATURAL_FLORESTAL_SECUNDARIA(6)']",4000000.0,3.0,0.7317073170731708,1333333.3333333333,96.82926829268293,16.097560975609756,1.0853295650658294,3970000.0,96.82926829268293,1.0,0.2439024390243902,3970000.0,96.82926829268293,12.926829268292684,5300.0,0.6649984375277567,3785000.0,30000.0,0.7317073170731708,2.0,0.4878048780487805,15000.0,0.4878048780487805,3.1707317073170733,650.0,1.295495128834866,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154636.83090345628,157711.39082149047,2415.671877209372,203452.5677571434,245612.13441679,0.0,0.0,0.0,0.0,[],0
23,ok,['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)'],4000000.0,1.0,0.2439024390243902,4000000.0,97.5609756097561,9.75609756097561,0.5,4000000.0,97.5609756097561,1.0,0.2439024390243902,4000000.0,97.5609756097561,9.75609756097561,4000.0,0.5,3900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153575.84221792527,155826.12538467612,2801.411640397616,201974.37029150905,244499.16249958097,0.0,0.0,0.0,0.0,[],0
24,ok,['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)'],3755000.0,1.0,0.25,3755000.0,93.875,7.5,0.3870403936433309,3755000.0,93.875,1.0,0.25,3755000.0,93.875,7.5,3000.0,0.3870403936433309,3677500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152533.6984211196,153943.75567054466,1424.974139610315,200505.2248255073,243397.53563505984,0.0,0.0,0.0,0.0,[],0
25,ok,"['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)', 'VEGETACAO_NATURAL_FLORESTAL_SECUNDARIA(6)']",3522500.0,6.0,1.4634146341463417,587083.3333333334,81.64634146341463,36.829268292682926,1.2296254237253512,3347500.0,81.64634146341463,1.0,0.2439024390243902,3347500.0,81.64634146341463,27.5609756097561,11300.0,1.5440386216423558,2965000.0,175000.0,4.2682926829268295,5.0,1.2195121951219512,35000.0,2.6219512195121952,9.268292682926829,760.0,1.1667427841419502,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151510.7883786038,152064.38921556994,888.1783818837437,199045.3317965632,242307.40856078977,0.0,0.0,0.0,0.0,[],0
26,ok,"['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)', 'PASTAGEM_ARBUSTIVA_ARBOREA(4)', 'VEGETACAO_NATURAL_FLORESTAL_SECUNDARIA(6)']",3995000.0,8.0,1.951219512195122,499375.0,92.4390243902439,31.463414634146343,1.14245741523693,3790000.0,92.4390243902439,1.0,0.2439024390243902,3790000.0,92.4390243902439,20.0,8200.0,1.053014268721904,3452500.0,200000.0,4.878048780487805,5.0,1.2195121951219512,40000.0,3.719512195121951,10.48780487804878,860.0,1.217329010634707,11000.0,5000.0,0.1219512195121951,2.0,0.4878048780487805,2500.0,0.0609756097560975,0.975609756097561,200.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150507.5042520673,150188.1387628726,627.0986281876482,197594.89628449292,241228.9371814028,0.0,0.0,0.0,0.0,[],0
27,ok,['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)'],4000000.0,1.0,0.25,4000000.0,100.0,0.0,0.0,4000000.0,100.0,1.0,0.25,4000000.0,100.0,0.0,0.0,0.0,3995000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149524.2411024599,148315.12256883204,696.4255592124355,196154.12808645063,240162.2785199493,0.0,0.0,0.0,0.0,[],0
28,ok,"['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)', 'VEGETACAO_NATURAL_FLORESTAL_SECUNDARIA(6)']",4000000.0,3.0,0.7317073170731708,1333333.3333333333,97.01219512195122,14.634146341463415,1.0034336968389972,3977500.0,97.01219512195122,1.0,0.2439024390243902,3977500.0,97.01219512195122,12.195121951219512,5000.0,0.6267652632048752,3817500.0,22500.0,0.548780487804878,2.0,0.4878048780487805,11250.0,0.426829268292683,2.4390243902439024,500.0,1.1917679136560582,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148294.3781222972,146445.4647305933,1326.434596337907,194674.83053535112,239107.5906660393,0.0,0.0,0.0,0.0,[],0
29,ok,"['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)', 'VEGETACAO_NATURAL_FLORESTAL_SECUNDARIA(6)']",4000000.0,2.0,0.4878048780487805,2000000.0,97.3780487804878,11.707317073170731,0.8526084448058673,3992500.0,97.3780487804878,1.0,0.2439024390243902,3992500.0,97.3780487804878,10.731707317073171,4400.0,0.5505163512324832,3875000.0,7500.0,0.1829268292682927,1.0,0.2439024390243902,7500.0,0.1829268292682927,0.975609756097561,400.0,1.1547005383792517,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146461.75318879983,144579.29553608765,417.8448623219929,193154.4864796067,238065.03272077447,0.0,0.0,0.0,0.0,[],0
30,ok,['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)'],4000000.0,1.0,0.2439024390243902,4000000.0,97.5609756097561,9.75609756097561,0.5,4000000.0,97.5609756097561,1.0,0.2439024390243902,4000000.0,97.5609756097561,9.75609756097561,4000.0,0.5,3900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144633.56357220406,142716.75183825882,565.259282657236,191642.9535632162,237034.76473835623,0.0,0.0,0.0,0.0,[],0
31,ok,['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)'],3030000.0,1.0,0.2439024390243902,3030000.0,73.90243902439025,11.21951219512195,0.66065773806464,3030000.0,73.90243902439025,1.0,0.2439024390243902,3030000.0,73.90243902439025,11.21951219512195,4600.0,0.66065773806464,2910000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142809.97960945388,140857.97745536064,1984.689332821308,190140.4419203486,236016.9476643412,0.0,0.0,0.0,0.0,[],0
32,ok,['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)'],182500.0,1.0,0.2439024390243902,182500.0,4.451219512195122,6.097560975609756,1.4630143399516322,182500.0,4.451219512195122,1.0,0.2439024390243902,182500.0,4.451219512195122,6.097560975609756,2500.0,1.4630143399516322,97500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156278.77107200856,162753.96738636156,1819.0164934295815,206631.72158286613,247385.0093793664,0.0,0.0,0.0,0.0,[],0
33,ok,['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)'],3845000.0,1.0,0.2439024390243902,3845000.0,93.78048780487804,10.48780487804878,0.5482268379053874,3845000.0,93.78048780487804,1.0,0.2439024390243902,3845000.0,93.78048780487804,10.48780487804878,4300.0,0.5482268379053874,3670000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155151.6810378096,160853.20157694328,713.7575084140622,205117.9350812008,246231.31960791344,0.0,0.0,0.0,0.0,[],0
34,ok,['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)'],4000000.0,1.0,0.2439024390243902,4000000.0,97.5609756097561,9.75609756097561,0.5,4000000.0,97.5609756097561,1.0,0.2439024390243902,4000000.0,97.5609756097561,9.75609756097561,4000.0,0.5,3900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154042.31227146072,158954.87100150256,1310.815373042012,203612.539446006,245088.5200209878,0.0,0.0,0.0,0.0,[],0
35,ok,['VEGETACAO_NATURAL_FLORESTAL_PRIMARIA(1)'],4000000.0,1.0,0.25,4000000.0,100.0,0.0,0.0,4000000.0,100.0,1.0,0.25,4000000.0,100.0,0.0,0.0,0.0,3995000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152951.05037566338,157059.06396211623,1777.511247347642,202115.72216759267,243956.7636617248,0.0,0.0,0.0,0.0,[],0
